# Shadow tomography log started 2020-01-30 02:46:15
# Dimension = 32
# True state = ( 0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000  0.17677670  0.00000000)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15        re16        im16        re17        im17        re18        im18        re19        im19        re20        im20        re21        im21        re22        im22        re23        im23        re24        im24        re25        im25        re26        im26        re27        im27        re28        im28        re29        im29        re30        im30        re31        im31
  6933482  3087    0.23009369 -0.00634760 -0.10947596 -0.17666039  0.02402708 -0.02576650  0.10746095  0.05240989  0.48064538  0.03285796  0.01164551  0.15344181 -0.01408889  0.18090134 -0.14397465 -0.09239409  0.20845223 -0.09785288  0.04041862 -0.09523646 -0.02150792  0.17221435  0.04922223  0.12242211  0.00310639  0.14586820 -0.12554921 -0.04568857 -0.04529268  0.03305892 -0.23411987 -0.07631996  0.17888947  0.16682359  0.15277489 -0.07058874  0.17788203  0.16009426  0.08694937  0.17209311  0.01537336  0.09262718  0.10806856 -0.01292888 -0.06019628  0.13323496 -0.10475550 -0.07964719 -0.02681109 -0.01142389  0.04157387 -0.11446535  0.04420899 -0.12986458  0.04006984  0.08889709 -0.11185642  0.02831600 -0.11469780  0.11781566  0.11617057  0.03973502 -0.11520066  0.03843903
  6937337  3855   -0.20130745  0.15401312  0.15304926  0.08077341  0.33526856  0.11214802 -0.00471315 -0.08918195 -0.05230917  0.07258101  0.06879762 -0.08343464  0.03778170  0.02199555 -0.09534618  0.14105831 -0.05514812 -0.03299302 -0.00050955  0.09257037  0.17476465  0.01865058 -0.00668802  0.32185756  0.04894574  0.16420713 -0.19418147  0.07716563  0.05560018  0.04079074  0.12894252  0.06797384 -0.18063140  0.07547187 -0.09091716 -0.02363765 -0.02137155  0.13543417 -0.02293263 -0.22125566  0.14887548  0.09891234  0.05640880 -0.01089806  0.13420903  0.06992541 -0.03176933 -0.29991953 -0.21241304  0.11156508 -0.03619991 -0.17046193  0.08297058 -0.21574009  0.04904904  0.03779008 -0.22543198  0.01411491 -0.03026191  0.01588388 -0.00808444 -0.11670275 -0.01592300  0.01191378
  6937877  540    -0.02408328 -0.04135085  0.20472265 -0.06510553 -0.02783451 -0.02224136  0.05424918  0.00024780  0.15603465 -0.00566482  0.04847849 -0.14699879 -0.04357404  0.06560533  0.02977462  0.06006506 -0.17403380 -0.06161137 -0.08990923  0.08049616 -0.23701488 -0.02120605  0.04393638 -0.07615405 -0.03268694  0.21226931  0.31532398  0.07612643  0.14853238 -0.29460876  0.00510346  0.02506327 -0.08036161 -0.07186731 -0.08276517 -0.09087146  0.15620328  0.15791895 -0.10816492  0.08797430  0.09041642  0.24160534 -0.08181254 -0.20439799  0.03963950  0.17657893  0.17964284  0.11819868 -0.20850208  0.06274771  0.05523054  0.09971698 -0.02106268 -0.05784803 -0.02205312  0.05716622 -0.03775410 -0.07187644  0.25414079  0.09659570  0.06992820  0.23884867  0.06327956 -0.10259415
  6938953  1076    0.02924846  0.12454806  0.04393147  0.12710261 -0.09741430 -0.02875491 -0.13364262  0.22388915 -0.00378506 -0.00744331  0.09201017  0.02077314  0.09189957  0.05754920 -0.04247210 -0.14689536  0.12097284 -0.01752736 -0.26658911 -0.25882342  0.13713798  0.06607979 -0.01314235 -0.09644102 -0.06971365 -0.09203818  0.10434766  0.14852712 -0.11476437  0.00416934  0.01733995 -0.12769943 -0.09616572  0.04906788 -0.08794229 -0.13278677  0.11278159 -0.09363766  0.08314337 -0.02587420  0.21474824 -0.12327157 -0.29758660 -0.03762751 -0.18198913  0.08791759 -0.01321913 -0.16364568 -0.01995941  0.02691092  0.14429384  0.12988346  0.09428124 -0.18902175 -0.01000242 -0.12198215 -0.17121753 -0.09736073  0.08232291 -0.06161425 -0.32652415  0.08710359 -0.06510188  0.17323241
  6941748  2795   -0.05322876 -0.02658526 -0.16731007 -0.05464216 -0.06112685  0.07321372  0.15081860 -0.07094391 -0.13666655  0.20539364  0.16937570 -0.16182716  0.03004118  0.07327818 -0.15525503 -0.19575948 -0.19862677  0.06794002  0.15511013  0.10915002  0.11271505 -0.35236393  0.01371292 -0.07053523  0.19269944 -0.04268502 -0.00599860  0.06925550 -0.10814672  0.00428823 -0.09252729  0.00159598  0.01431966  0.02029521  0.11796262 -0.20129924  0.00094448 -0.03844777 -0.14117914  0.14181449  0.18720239 -0.10161489  0.13152893 -0.01812129 -0.08582823  0.23194642 -0.09986513 -0.04624803  0.11276218 -0.01590392  0.26510933  0.11667605  0.10529048  0.08801474 -0.05085159  0.13903825 -0.13121722  0.03567962  0.12000492  0.12982782  0.00029743 -0.17879823 -0.00148881 -0.07646640
  6942267  519    -0.20630494  0.10512074 -0.07386614 -0.10015628  0.07064290  0.02945290  0.12544504  0.08966078 -0.06743107 -0.13141314  0.08240318  0.03474310 -0.14680331  0.17502524 -0.05642658  0.05863385 -0.20752182  0.01033963 -0.07693754  0.00683930 -0.21732815 -0.07342356 -0.03071529 -0.18084608 -0.16721903 -0.03469252  0.11588937  0.06314317  0.10889717  0.10339613 -0.07484184 -0.21423293  0.06318721  0.07452739  0.11502585  0.18467696  0.02268626 -0.10896841 -0.03572122 -0.03485848  0.22851877 -0.07131453  0.17245570 -0.05959196  0.17996177  0.22673033  0.00062163 -0.08814917  0.02230093 -0.05967434 -0.25855370  0.01727224  0.19322453 -0.01900117  0.09488360 -0.13364493  0.14635764 -0.06463269 -0.18299346 -0.12347508  0.06437536  0.00551211 -0.21841848  0.20174797
  6944232  1965    0.08443527  0.11355653 -0.09352021  0.08290606 -0.09945427 -0.36820236 -0.05303291  0.04952908  0.12385317  0.02059791 -0.21933685 -0.02100153  0.13307428  0.07292224 -0.28386304 -0.18576226 -0.34174331 -0.09126657 -0.06427823 -0.00568445  0.15788022 -0.03010347  0.00741382  0.06653283 -0.08061248 -0.12899260  0.05619658 -0.08228556  0.15228881  0.02174756  0.28390170  0.11527097 -0.12034105 -0.12519765  0.15581205  0.07649807 -0.06542148 -0.06060569  0.05884262  0.17126291 -0.05043675 -0.06934534  0.04772056 -0.06580713 -0.02832347  0.02414846  0.02530093 -0.10780941 -0.22737365  0.09288802  0.05356614 -0.09535508 -0.05431657  0.11770571  0.12879683 -0.04239358 -0.01561969 -0.11661306 -0.17658119 -0.01184763  0.11594265  0.04976244  0.05449148 -0.02850891
  6945678  1446   -0.21360447 -0.22569751 -0.04630808  0.16797260 -0.01606940 -0.04432231 -0.12195696 -0.09519020  0.23370924 -0.02844564 -0.07378055 -0.06001567  0.03136364 -0.15000624 -0.01026653  0.14992372  0.13475192 -0.08063884 -0.03653235  0.18987257 -0.03790808  0.00307257  0.00033927  0.06789762  0.00898511 -0.11042624  0.02854329 -0.05079677 -0.04760902  0.18619913  0.14271462 -0.19989024 -0.01758165  0.05161194  0.07855870 -0.11450045  0.12625526  0.15075821 -0.03610917  0.01729641  0.10658715 -0.08967970  0.06855029  0.07964457  0.09673979 -0.07284519 -0.05014572 -0.29834730  0.03334505 -0.09843883  0.09838828  0.44672276  0.05566736  0.04542165  0.13048172  0.04126342  0.16948676 -0.00069240  0.00890438  0.05040333  0.11197474  0.17172689  0.19134591  0.04750634
  6945754  76     -0.07025803  0.08189883  0.01823020  0.11127761  0.05863791  0.10434086  0.10176405  0.03463735  0.26271885 -0.02995690 -0.15091756 -0.09753323  0.04292126  0.12955302  0.20748321 -0.03079828 -0.14627915 -0.33800397  0.00827609  0.17624310  0.07117185 -0.02962864 -0.03094842 -0.07744274  0.06245841 -0.03818480  0.20916555 -0.04276468 -0.00225943 -0.22322227 -0.09484987 -0.03468907 -0.17056702  0.09298271  0.07316904  0.01378772 -0.16164915 -0.03288720  0.19069411 -0.02292519 -0.11518801  0.04636674 -0.15003603  0.03085341 -0.00302253 -0.08376076  0.00956073 -0.13745439  0.22950057 -0.00381411 -0.00150509 -0.09485776  0.16722866 -0.01459971 -0.00780772  0.08724509  0.20104185  0.15021220 -0.10088288  0.22206648 -0.24922471 -0.19762019 -0.02885937 -0.00074376
  6947394  1640    0.05621784  0.03585700 -0.10050453  0.06233062 -0.07889403  0.11475985 -0.27084341  0.24271870  0.01352190  0.08139931  0.03490905 -0.06554322 -0.06375477  0.10663995 -0.06390364  0.18516951 -0.09779248 -0.17402182  0.17347381 -0.09634868  0.00503968  0.12020534 -0.17021861 -0.10048943 -0.08060872  0.03412102  0.05504065  0.08644864 -0.01089023 -0.09997542  0.15640902  0.11899553  0.07894383  0.39474254  0.03689791  0.00160205 -0.11777759  0.04282473  0.05252888  0.03354623  0.11632881  0.12523369  0.18034528  0.13746168  0.17937648  0.01379499  0.00846653  0.01499545  0.08532183 -0.14868137  0.05486128  0.02011779 -0.32456193  0.13393893 -0.01104666 -0.16710893 -0.14923961 -0.03412800  0.14943430  0.01869737 -0.00420094 -0.11931729  0.12526303  0.08719914
  6952125  4731   -0.05448752  0.17264322 -0.15001401 -0.16050948  0.08834913 -0.03638280 -0.07201090  0.24936793 -0.06298390 -0.07996243  0.10875623 -0.07971586  0.20407124 -0.22282211 -0.13122339 -0.07288382  0.08918759 -0.12736801 -0.08025136 -0.02812748 -0.23007903  0.00096078  0.04267063  0.03440124  0.16364239  0.22127113 -0.09288929 -0.16218417 -0.01821843  0.11965203  0.08811465 -0.17073287 -0.16654166  0.06896948  0.11464405  0.13866168 -0.13629318  0.02400835  0.21801655 -0.11601146  0.00550698 -0.14916596 -0.02340906 -0.24895694 -0.06002000  0.11905413  0.02479694  0.09502327 -0.06137447 -0.15940002 -0.02267567  0.09167127 -0.14934523 -0.04615903 -0.07435383  0.07003518  0.14452440  0.06204919  0.12799804  0.11183864  0.00181436 -0.08599324 -0.00384868 -0.24344911
  6953369  1244   -0.07108513 -0.09873853  0.10078467 -0.07441116  0.18679120  0.05316989 -0.07859447  0.06293155  0.13265840 -0.04765975 -0.06942356 -0.17431066  0.10699072  0.20087541  0.15759156  0.05204632 -0.15324405  0.06293681  0.07578956 -0.13588650  0.03226638 -0.24285649 -0.01213217 -0.08544552 -0.02085627 -0.01821369 -0.28854440  0.08236431 -0.08818033 -0.02458759  0.03617805 -0.00503091  0.08083985  0.00871596 -0.03034077  0.02632899 -0.00891797  0.12841392  0.05252440 -0.08203146 -0.23110841 -0.17777388 -0.31126485  0.08055716 -0.01844239  0.13774007  0.18058919  0.11099773 -0.02978492 -0.07704734  0.08079069  0.22785111 -0.09722306 -0.00756681  0.06269974 -0.16769916 -0.13655395  0.00501936 -0.22443378  0.12372385  0.23569251  0.03072431 -0.18159277  0.00415050
  6956089  2720   -0.05337840 -0.15072779 -0.11676722 -0.15048286  0.06768662 -0.06323934 -0.02736490  0.16417808  0.09616507  0.08883828  0.01896995 -0.00919233 -0.33391973 -0.09518030  0.24282545 -0.03143086 -0.08573315  0.21435226 -0.07538324  0.05324933 -0.02192360 -0.09773883  0.09672935  0.05160484 -0.00834782  0.03098724 -0.13761054 -0.02439935  0.06036496 -0.00924742 -0.05128426  0.17054720 -0.10134796  0.16007237  0.08538039 -0.18178487 -0.17547604 -0.26080955  0.27653912  0.07209113  0.11463789 -0.05608442  0.00657133  0.09056490 -0.07425925 -0.11904907  0.00950737  0.02107617 -0.36719887  0.03017211 -0.01028608 -0.00454256  0.07757346 -0.03083640  0.03594473 -0.01693422  0.07049002  0.16646574  0.13276454  0.08402869  0.00469338  0.09569811  0.06958301  0.21591027
  6956375  286    -0.06896355  0.04796820 -0.10818766  0.09088012  0.09577320 -0.08586088 -0.02300845  0.05676434 -0.02366572 -0.01648087 -0.03003007 -0.32627954  0.13379957 -0.16967132 -0.00430608 -0.02365996  0.05819014  0.03445851  0.19936192  0.04289553  0.11549088  0.13249456  0.14296198  0.12115687 -0.22923099 -0.17761881  0.08156785 -0.12832174  0.00342914 -0.21834437  0.00669289 -0.30627955  0.06440495  0.00817855 -0.14949420 -0.17563630  0.00806835 -0.12916620  0.01569808 -0.09820969  0.01649820  0.04707578  0.18329707 -0.00301533 -0.18897542  0.07774922  0.17018159  0.14597283  0.04184042 -0.02357214 -0.08712885 -0.08113981 -0.06812019 -0.02378733 -0.12614141  0.19808060 -0.06327509 -0.01971930 -0.03996444  0.08298614  0.16471687  0.03746084 -0.12296479  0.30126365
  6956738  363    -0.11257503  0.17043093  0.03349182 -0.28819824 -0.21713357  0.04974111 -0.10537454 -0.23127753  0.18484219  0.02267839 -0.08289280 -0.17806147 -0.06323543 -0.23276003 -0.01959086  0.06633036 -0.10866306  0.05904527 -0.08613722  0.08119099  0.17465613  0.09056366 -0.08307138 -0.01482250 -0.04990935 -0.06860152  0.10046362  0.31819157 -0.13691259  0.04835840 -0.09753675 -0.04899353  0.17569760 -0.18523558  0.12801918  0.01975439 -0.20747056  0.23048112  0.20001635 -0.00775280  0.14483585  0.02063823 -0.09260524  0.04295388 -0.11905541  0.01149295 -0.08582290  0.03931352 -0.07293534 -0.11038524 -0.07855727 -0.04621989 -0.05353131 -0.12445825 -0.14358139 -0.04216036  0.03050121 -0.05198620  0.00013169 -0.14691783  0.09516414 -0.14194582  0.04205118 -0.03187865
  6965948  9210    0.20591985 -0.02775294  0.04945769  0.18367362 -0.06383934 -0.05855247  0.07776550 -0.25275444 -0.08077889 -0.12955314 -0.06007099 -0.21222184 -0.16954527  0.01444645  0.27758489 -0.17268762  0.11137535 -0.04308874  0.00740713 -0.15312603 -0.03252144 -0.14324818 -0.28477044 -0.13580095  0.00985960  0.06486799 -0.12329829 -0.05467078  0.09815637 -0.02972433  0.19391441 -0.19410628 -0.12203277 -0.05715696  0.28212836 -0.03680411  0.05345531 -0.00466465  0.12443826 -0.11019451  0.07702759  0.17097393  0.06513927 -0.10448034  0.03802869  0.09813397 -0.18111294 -0.03954434  0.00722361 -0.06170240  0.10011726 -0.08010270 -0.16602571 -0.11339319  0.00414586  0.02903464 -0.07155424  0.19587314 -0.02635526 -0.15502820  0.07420496  0.05985731 -0.02250893  0.05895673
  6967622  1674   -0.02633462  0.06369723  0.06132975  0.17077336  0.01183480 -0.16418603 -0.23394896  0.02940335 -0.04791249 -0.09063081 -0.10557983  0.05825957 -0.22423178 -0.05873153 -0.15342519 -0.07027723  0.09754692  0.03322196 -0.02101011  0.22633328  0.03684550  0.08447988 -0.11796105 -0.01739232  0.02367765 -0.10732300  0.04482105  0.00024338 -0.11363730 -0.15616722 -0.00423817  0.14226021  0.27835517  0.04423074  0.12776656  0.02768586  0.00922939 -0.16495384 -0.07119803 -0.10505251 -0.05645393 -0.00963969  0.06379221 -0.09105869  0.03357464  0.12175847  0.12434584 -0.01109292 -0.03374563 -0.08915462 -0.06650741  0.10959781  0.21281300 -0.15173722 -0.11393055 -0.12881312 -0.17841644  0.36998602 -0.01488302  0.13786692  0.01358407  0.06991588 -0.13440086 -0.30679707
  6967860  238    -0.09156847  0.12264808 -0.22057557  0.13796617 -0.12018179 -0.02304988 -0.24714707  0.08479786 -0.14248081  0.14764696  0.14669816  0.15408851  0.20303316  0.00227042  0.30312651  0.10215474 -0.17440736 -0.09516794  0.00020191  0.16521612 -0.21345567 -0.04233833 -0.12418640 -0.00749029  0.04667880 -0.04108583 -0.02009412 -0.04425784 -0.17371301  0.12407260 -0.08999346 -0.04219918  0.20147074 -0.01152305  0.00721200 -0.06906268  0.03227048  0.07362995 -0.01627548  0.06087534 -0.10827428  0.19776358 -0.13972723 -0.09794441 -0.18174973  0.14739895 -0.04792962 -0.05384034 -0.10247180  0.17737286 -0.09507499 -0.14049749 -0.01545272 -0.03163144  0.19211189  0.13584908 -0.08008822  0.13502946 -0.12027328 -0.07308242  0.05095016  0.07737024  0.14958095  0.06930399
  6968947  1087   -0.08137353 -0.13100441 -0.16810858 -0.02511913  0.02169722  0.08665985  0.17429875 -0.07606841 -0.00987660 -0.09588509 -0.18346259  0.12756950  0.06623290 -0.01695153  0.00707466  0.09597767 -0.07376920  0.01333324  0.17138857 -0.17259237 -0.13596381  0.19377121  0.17256398  0.20990802 -0.16471742  0.10903989  0.12404249  0.13735776  0.09142529 -0.01870123  0.15687968  0.02840540  0.03522927  0.05896043  0.14772071  0.03751359 -0.21949880 -0.24792905 -0.18336916 -0.04960427  0.10278562  0.08773595 -0.23852742  0.09735231 -0.13375012  0.15164251 -0.11744269  0.09060014  0.00294060 -0.06917159  0.15300164  0.17494678 -0.00069461 -0.10678943  0.07134432  0.16342018 -0.10624478  0.13914875 -0.15621006 -0.12990104 -0.09392756 -0.02125806  0.08271844 -0.12925889
  6969049  102     0.04374196  0.10062920 -0.05286713 -0.13064307  0.15771079  0.14798859  0.05655203  0.05769444 -0.15061158 -0.11905216 -0.13557044 -0.17504121 -0.07523907 -0.00142069 -0.05004849  0.12980053  0.00940918 -0.07718018  0.00785146 -0.18989383  0.04551898  0.06606537 -0.09642413 -0.05373516 -0.09341881 -0.09618281  0.01749188  0.15380938 -0.18218720  0.26364938  0.00327765 -0.02713287 -0.08727872  0.02162881  0.25273135 -0.15166839 -0.03537112 -0.03583887 -0.08486828  0.06222265  0.04033473  0.00150215 -0.00147261 -0.09600337 -0.01443595 -0.17758820  0.16282049  0.07073343  0.18590445  0.28833401  0.00257234 -0.17991069  0.12010612 -0.04527175  0.10554056 -0.01627259 -0.00356438 -0.01998636  0.05116050  0.28105106  0.12410012  0.30138688  0.17271483 -0.13788376
  6971146  2097    0.05245718 -0.18548408 -0.16909174  0.07240490 -0.08891374  0.06798793 -0.03312995 -0.01262179  0.00963428 -0.04958043  0.15652229 -0.07111476 -0.01048315  0.10083684  0.19293422 -0.17986733 -0.00375309 -0.00078021 -0.08724092 -0.03851436  0.17600018  0.02113800  0.07941978  0.21578251 -0.17504090 -0.19846609  0.09496646  0.00879283 -0.16248415  0.00956639  0.03416645 -0.17325503 -0.11517732  0.15336269  0.06684495  0.26126441 -0.01255385  0.07884593 -0.17463380  0.10606510 -0.21871004 -0.07261428 -0.07120483 -0.01613939  0.28056831  0.06976041 -0.08473195  0.13874103 -0.18968916 -0.03978135 -0.12196567 -0.06638943  0.15097509 -0.17741911  0.01491098  0.00793089 -0.02820744 -0.05742745  0.28418173  0.02171333  0.10714673 -0.15738308  0.07715397 -0.08968790
  6972062  916    -0.04533212 -0.04964326 -0.02715008  0.08902958 -0.03850299  0.11500314  0.18172438 -0.07726246 -0.13495784  0.01256129 -0.18162457  0.10448341 -0.11741768 -0.18471570  0.11349210 -0.16246993 -0.09220463 -0.04930045  0.04801312 -0.14831041  0.25891430  0.23313456  0.05583248  0.07938115 -0.00542623 -0.08901840 -0.05316184  0.06745667 -0.04684393  0.25016478 -0.07439398  0.29883270  0.05111688  0.14687743  0.12198278 -0.07524744 -0.14597256 -0.20344136  0.04283082 -0.02916897  0.04149505  0.06069964 -0.13891445  0.16911658 -0.09515025 -0.04099414 -0.15635205  0.22607611  0.17744072  0.07494528  0.02262423 -0.16851250  0.20877438  0.08159601 -0.08045154  0.05533542  0.09331470  0.09893261  0.04522187  0.13131741  0.13894199 -0.02160128  0.06478491 -0.07366684
  6972456  394    -0.14403380  0.05026700  0.09780872 -0.19229799 -0.00680179 -0.00053238  0.00249367 -0.00064923 -0.00265713  0.06603618 -0.09867652 -0.03258652  0.07841506  0.06238489 -0.09259068  0.10494966  0.00214093  0.25645173  0.04162361 -0.01686096 -0.09161460  0.12091780  0.14573516 -0.03655527 -0.01979565 -0.05179408  0.09324049 -0.00875589  0.11170448 -0.13428819  0.27321490  0.02291772  0.09792924  0.16426900 -0.16157263 -0.04308526  0.17566743 -0.27440465 -0.04320145 -0.07465031  0.09209143  0.12268341 -0.03984915  0.01266932  0.16754280 -0.01579474 -0.02919496 -0.23657432  0.28395363  0.06743077  0.04957272  0.18092109 -0.09535168  0.05030639 -0.16663859  0.14202893  0.05951560  0.04507435  0.10243779  0.05923079  0.06302997 -0.18396914  0.27372656 -0.23157360
  6976420  3964    0.05913271 -0.00791428  0.07909009 -0.12862141 -0.15298793  0.37848865  0.02809797 -0.01080730  0.12412869  0.08838818  0.04385427  0.11389219  0.20129438 -0.12251565  0.10058709  0.08824139 -0.17818859 -0.16405393 -0.19031545  0.19178718 -0.04106844 -0.14987858  0.15117933 -0.13238339  0.00686623 -0.00886043  0.13145965  0.15020438 -0.08718740 -0.08331223  0.01623026  0.07229758 -0.04003331  0.09849796  0.07047956  0.12957789 -0.10718977  0.13047088 -0.02592520  0.18639215  0.05450543 -0.04568007 -0.14625403 -0.06368846  0.14419998 -0.10709930  0.01791027  0.17500277 -0.13144565  0.01755302 -0.08318145  0.16732076  0.00578857  0.11538895 -0.15001951  0.24983287 -0.18168176  0.00204290  0.05567273  0.01562303  0.19636317 -0.14174884 -0.04126294  0.01197011
  6976953  533    -0.11713793  0.04820448  0.08032955  0.20501462 -0.03519814 -0.03722695  0.29758621  0.01159134 -0.01788034  0.03605970  0.09497544 -0.20328861  0.10460482 -0.03212117 -0.14251903  0.04040752  0.14680430 -0.35323529  0.05432269  0.02242560 -0.06380861  0.08312049  0.09026380 -0.20302709 -0.19722350  0.12181953  0.25687540 -0.05640140  0.09736602  0.09884054  0.02572992  0.09870040  0.11209670 -0.01849266  0.03225179  0.08123232  0.03075345 -0.07749431  0.12941663 -0.08630752 -0.09104656  0.10023366 -0.18334011 -0.33455141  0.06105422 -0.16426623  0.13199365  0.05323322  0.05232147 -0.13957952 -0.07537737  0.01895783  0.09036519 -0.18100915  0.14941541 -0.09785262  0.13098536  0.03426167 -0.02620856 -0.01292665 -0.02385157 -0.06556423  0.00493129 -0.06228235
  6983165  6212    0.03435822 -0.00820182  0.15544697 -0.18586779 -0.12269988 -0.26756055 -0.28888925  0.10880622  0.09799879 -0.21050016 -0.00415807 -0.15222811  0.02940963  0.12815045 -0.01246243 -0.10272722 -0.13991532 -0.09601821  0.03724917 -0.08621280  0.01674505  0.23661231 -0.13064155 -0.04712734  0.02392568 -0.30625067  0.13738208 -0.02286207 -0.05642385 -0.14209456 -0.19424020  0.09942703  0.08142840  0.05237087 -0.15754256  0.04913170 -0.06620201  0.04645588  0.07735743 -0.08044190  0.01700241  0.15239579  0.03701900  0.04095608  0.00733919 -0.12931459  0.14970898  0.25899134  0.13862257  0.01652822  0.00966900 -0.00519876 -0.00645854 -0.08167365  0.10368665  0.05377713 -0.12766111 -0.20355001  0.09774939 -0.01090286  0.13549963 -0.14125077 -0.14246456  0.02602133
  6983669  504     0.09755610 -0.11282977  0.12689545  0.10311373 -0.15065343 -0.01602597  0.37696820  0.05588393 -0.18687727 -0.04821524 -0.00440644 -0.17294623 -0.18345368  0.16467084 -0.02568865  0.05273183 -0.06567944 -0.07813274  0.14313229  0.07845702 -0.06649393 -0.04439423 -0.11544983 -0.00152097  0.06212633  0.07141293 -0.07044792  0.07461139 -0.07080404 -0.25825963 -0.00506972 -0.02338254 -0.01853256 -0.22688277 -0.05738848 -0.00380965  0.13600016 -0.02036859  0.18146673  0.08106461  0.16824141  0.09799419  0.12927045  0.19856163 -0.01262835  0.15775621  0.05029246  0.00020434 -0.11424726 -0.16339824 -0.03588325 -0.04247754  0.16981250  0.22560054  0.04386436  0.30533290  0.10467285 -0.03840409  0.14518426  0.03356640  0.04155174 -0.11390414  0.02294646 -0.01168600
  6986225  2556   -0.17188119  0.05693215 -0.06929045 -0.24894157  0.00297547 -0.05424595  0.05865743 -0.11405682  0.02066031 -0.01439201  0.28545972  0.11642671  0.19987149 -0.02231416 -0.03109086 -0.23571392  0.00652880 -0.04511906  0.11058349 -0.07411649 -0.04006338 -0.08433982 -0.09994828  0.03628544  0.07700687 -0.01368467 -0.17357809 -0.17347667 -0.14044341 -0.13082703  0.00281633 -0.15962138 -0.07995092  0.08474342  0.10633939 -0.01085305  0.05206347 -0.02078460 -0.03576597 -0.11222444 -0.07471909  0.01022163 -0.13166906 -0.12844382 -0.12214850  0.14850491 -0.06672629  0.03350933 -0.04181695 -0.20706946 -0.20150040 -0.26357150 -0.09251342 -0.08452219  0.03865855  0.03298053  0.02825166  0.21547343  0.24805464  0.12837096  0.23010715 -0.17672659  0.11041476  0.03489104
  6987613  1388    0.18379466 -0.19220728 -0.15572113  0.01688052 -0.11571531  0.14046076 -0.05396937  0.00150643  0.09758715  0.16696873  0.11698796 -0.04674104 -0.24367499  0.09816971  0.06457497 -0.11706813 -0.19643431 -0.08304469 -0.01668321  0.00911336  0.06533019  0.00837512  0.09443707 -0.04804888  0.13242949  0.09686507  0.02314742  0.18091734 -0.09948458  0.06329136 -0.14724230 -0.05495935  0.15670669  0.02177818 -0.09345720 -0.19414476 -0.14996942 -0.04791355  0.05913891  0.02185919  0.08170740  0.20228081  0.11383633 -0.22028849 -0.02592644 -0.22121552 -0.01577604 -0.40627122  0.03753607 -0.08389055  0.12261667 -0.12345051 -0.17575521 -0.09876813  0.03311069 -0.08197744 -0.00698475  0.05936346  0.19918304 -0.04231661  0.08190816 -0.03237271  0.05011053  0.04054219
  6988525  912     0.07463634  0.07983198 -0.09740924  0.05988518 -0.05746529  0.18651803 -0.13725489 -0.03916475  0.10048427 -0.00603549  0.13791604  0.10845781  0.00469964  0.29315984 -0.21272335  0.00011173  0.09163003 -0.00652120  0.02260132  0.15796347 -0.06014029  0.02526948 -0.01496387  0.07460812  0.25628275  0.16447909 -0.09680796 -0.38445311 -0.14961414 -0.00564875 -0.08476346  0.22536366  0.12919093 -0.11968489  0.03430955 -0.00143363  0.00762828 -0.16929831 -0.17364257 -0.02279509  0.05502660  0.03101847 -0.07215220  0.04024696  0.20195974 -0.08331362  0.18705812  0.07085285  0.11124782  0.04733636  0.03387351 -0.12177015  0.21355570  0.00062688 -0.11716852  0.08581797  0.07238882  0.00610743 -0.15136430 -0.18393909  0.06596708  0.07303799  0.05784100  0.08746157
  6997428  8903    0.18468790  0.03874309  0.07247240 -0.06303230  0.08846977  0.11701055 -0.08582318  0.06423812  0.10524619  0.20377539  0.05746935  0.00500524  0.20288133  0.00020125 -0.08719212 -0.19662078 -0.16021352  0.01125606  0.02760619  0.00770446  0.14044682  0.32830168  0.18566995 -0.01297813 -0.13661448 -0.01870590  0.08796504  0.06530912  0.10647037 -0.19335786 -0.13665004 -0.01108299 -0.14470824 -0.12604447 -0.03214355 -0.04921411  0.08793452 -0.00123127  0.18698642  0.06879086 -0.03606636 -0.15164076 -0.02411060  0.18178604  0.14979469  0.07776103  0.12639878  0.08415853 -0.09980886 -0.24586745  0.08384813 -0.19765729 -0.11645916  0.04079082 -0.00458672 -0.08101836  0.09374440  0.14982008 -0.10053628 -0.04282790 -0.14132189  0.18369944  0.19807052 -0.14096463
